type,amount,oldbalanceOrg,newbalanceOrig,isFraud
PAYMENT,21972.15,0.0,0.0,0
CASH_OUT,1265379.37,1265379.37,0.0,1
CASH_IN,191762.94,3430968.57,3622731.5,0
TRANSFER,429359.76,429359.76,0.0,1
CASH_IN,123800.39,33974.0,157774.39,0
TRANSFER,244153.94,244153.94,0.0,1
CASH_OUT,70529.95,61273.0,0.0,0
CASH_OUT,1530378.45,1530378.45,0.0,1
CASH_OUT,263464.69,96733.0,0.0,0
TRANSFER,609400.88,609400.88,0.0,1
PAYMENT,2447.03,65669.31,63222.28,0
TRANSFER,4354175.33,4354175.33,0.0,1
CASH_OUT,347031.99,0.0,0.0,0
TRANSFER,217357.58,217357.58,0.0,1
CASH_OUT,83513.41,148.0,0.0,0
CASH_OUT,2477661.97,2477661.97,0.0,1
TRANSFER,1396824.94,1396824.94,0.0,1
TRANSFER,1161495.82,1161495.82,0.0,1
PAYMENT,5885.44,65379.42,59493.98,0
TRANSFER,43308.07,43308.07,0.0,1
CASH_OUT,99390.48,0.0,0.0,0
TRANSFER,1858515.57,1858515.57,0.0,1
CASH_OUT,176081.09,50229.0,0.0,0
CASH_OUT,45053.05,45053.05,0.0,1
TRANSFER,227994.78,227994.78,0.0,1
CASH_OUT,141853.24,175200.0,33346.76,0
CASH_IN,81084.28,15489013.54,15570097.82,0
CASH_OUT,249159.26,249159.26,0.0,1
PAYMENT,14424.28,0.0,0.0,0
PAYMENT,23021.02,6508.0,0.0,0
CASH_OUT,619502.08,619502.08,0.0,1
TRANSFER,1897921.7,1897921.7,0.0,1
CASH_IN,214426.82,658291.51,872718.33,0
TRANSFER,946705.53,946705.53,0.0,1
CASH_OUT,10000000.0,10000000.0,0.0,1
TRANSFER,830803.43,830803.43,0.0,1
CASH_IN,18274.12,71298.27,89572.4,0
PAYMENT,9328.39,80742.0,71413.61,0
PAYMENT,2056.06,0.0,0.0,0
TRANSFER,1015051.7,1015051.7,0.0,1
CASH_IN,161806.17,5504.0,167310.17,0
CASH_OUT,311318.02,40626.0,0.0,0
CASH_OUT,5772.0,5772.0,0.0,1
CASH_IN,22855.47,8497576.23,8520431.69,0
TRANSFER,4294676.05,4294676.05,0.0,1
CASH_OUT,1593189.25,1593189.25,0.0,1
CASH_IN,328388.81,30.0,328418.81,0
CASH_OUT,59649.33,59649.33,0.0,1
PAYMENT,12219.16,0.0,0.0,0
CASH_OUT,289095.13,0.0,0.0,0
CASH_OUT,26541.74,0.0,0.0,0
TRANSFER,2312944.11,2312944.11,0.0,1
CASH_OUT,2926854.05,2926854.05,0.0,1
PAYMENT,25608.46,5362.76,0.0,0
PAYMENT,50976.2,21298.0,0.0,0
TRANSFER,1116508.49,1116508.49,0.0,1
CASH_OUT,391855.44,391855.44,0.0,1
TRANSFER,324455.81,436471.18,112015.38,0
PAYMENT,6604.71,5667.0,0.0,0
CASH_OUT,1421665.98,1421665.98,0.0,1
TRANSFER,747282.4,747282.4,0.0,1
CASH_IN,60316.16,1903656.75,1963972.91,0
CASH_IN,258343.92,71988.0,330331.92,0
PAYMENT,40200.37,280440.0,240239.63,0
CASH_OUT,17700.55,0.0,0.0,0
TRANSFER,144876.4,144876.4,0.0,1
TRANSFER,4559921.56,4559921.56,0.0,1
CASH_OUT,1532229.72,1532229.72,0.0,1
TRANSFER,485764.41,0.0,0.0,0
CASH_OUT,26818.86,0.0,0.0,0
CASH_OUT,116798.38,116798.38,0.0,1
TRANSFER,227668.22,227668.22,0.0,1
TRANSFER,20314.97,20314.97,0.0,1
TRANSFER,762782.66,762782.66,0.0,1
TRANSFER,2096634.43,2096634.43,0.0,1
CASH_OUT,371824.92,0.0,0.0,0
CASH_OUT,4009058.39,4009058.39,0.0,1
CASH_OUT,112668.54,112668.54,0.0,1
TRANSFER,681007.64,681007.64,0.0,1
CASH_OUT,166577.56,29785.0,0.0,0
CASH_OUT,574360.42,0.0,0.0,0
CASH_OUT,215299.28,215299.28,0.0,1
PAYMENT,15361.18,205.0,0.0,0
TRANSFER,248056.41,248056.41,0.0,1
CASH_OUT,143026.06,19014.0,0.0,0
CASH_IN,182155.54,61967.0,244122.54,0
TRANSFER,1518718.03,1518718.03,0.0,1
CASH_OUT,811459.21,811459.21,0.0,1
TRANSFER,1653144.1,1653144.1,0.0,1
CASH_OUT,4631432.03,4631432.03,0.0,1
PAYMENT,12097.95,0.0,0.0,0
CASH_OUT,257988.47,257988.47,0.0,1
PAYMENT,2281.78,0.0,0.0,0
TRANSFER,1258818.82,1258818.82,0.0,1
TRANSFER,35759.12,35759.12,0.0,1
CASH_OUT,34238.2,34238.2,0.0,1
CASH_OUT,9627.71,31437.0,21809.29,0
CASH_OUT,243034.34,42187.18,0.0,0
PAYMENT,3236.76,0.0,0.0,0
CASH_OUT,136964.46,39586.0,0.0,0
CASH_OUT,5652739.69,5652739.69,0.0,1
CASH_OUT,494453.52,494453.52,0.0,1
CASH_OUT,257811.92,257811.92,0.0,1
CASH_OUT,318684.11,0.0,0.0,0
TRANSFER,42418.85,42418.85,0.0,1
CASH_OUT,3457169.26,3457169.26,0.0,1
TRANSFER,879321.88,879321.88,0.0,1
TRANSFER,574588.22,574588.22,0.0,1
CASH_OUT,174885.47,31440.0,0.0,0
CASH_IN,117804.56,2590789.35,2708593.91,0
CASH_OUT,58050.78,58050.78,0.0,1
TRANSFER,103949.5,103949.5,0.0,1
CASH_OUT,94120.56,21128.0,0.0,0
CASH_OUT,164519.7,164519.7,0.0,1
CASH_OUT,2081.94,0.0,0.0,0
TRANSFER,563388.67,563388.67,0.0,1
TRANSFER,7365106.76,7365106.76,0.0,1
CASH_OUT,319862.83,49926.0,0.0,0
CASH_OUT,2960254.17,2960254.17,0.0,1
CASH_IN,535569.71,21331.0,556900.71,0
TRANSFER,2184556.65,2184556.65,0.0,1
TRANSFER,1451083.08,1451083.08,0.0,1
CASH_OUT,653795.13,0.0,0.0,0
TRANSFER,2756011.78,2756011.78,0.0,1
CASH_OUT,815297.9,815297.9,0.0,1
CASH_OUT,91767.05,0.0,0.0,0
PAYMENT,24010.73,28031.67,4020.94,0
PAYMENT,9349.53,0.0,0.0,0
TRANSFER,5239429.19,5239429.19,0.0,1
CASH_OUT,10000000.0,10000000.0,0.0,1
PAYMENT,19915.34,149376.0,129460.66,0
PAYMENT,2411.11,1273.0,0.0,0
CASH_OUT,50498.05,122071.0,71572.95,0
CASH_OUT,530272.14,49956.0,0.0,0
CASH_OUT,261202.42,0.0,0.0,0
CASH_OUT,400276.72,400276.72,0.0,1
PAYMENT,5825.97,0.0,0.0,0
PAYMENT,3982.92,10867.0,6884.08,0
TRANSFER,19244.9,19244.9,0.0,1
CASH_OUT,127124.36,0.0,0.0,0
CASH_OUT,103368.58,103368.58,0.0,1
PAYMENT,6602.67,50394.0,43791.33,0
TRANSFER,265961.0,265961.0,0.0,1
TRANSFER,976435.29,3750.52,0.0,0
CASH_IN,95469.47,31264.0,126733.47,0
CASH_IN,161256.46,618347.11,779603.57,0
PAYMENT,3454.17,0.0,0.0,0
CASH_OUT,100109.03,100109.03,0.0,1
TRANSFER,326921.79,0.0,0.0,0
TRANSFER,1102951.39,1102951.39,0.0,1
PAYMENT,6875.05,0.0,0.0,0
CASH_OUT,554522.67,554522.67,0.0,1
PAYMENT,4057.47,79278.0,75220.53,0
CASH_OUT,107834.85,107834.85,0.0,1
CASH_IN,176053.84,2059232.59,2235286.43,0
TRANSFER,834203.65,834203.65,0.0,1
CASH_IN,558871.3,11045.0,569916.3,0
CASH_OUT,10000000.0,10000000.0,0.0,1
CASH_OUT,1202443.49,1202443.49,0.0,1
TRANSFER,1016540.35,1016540.35,0.0,1
PAYMENT,32123.55,0.0,0.0,0
CASH_OUT,231636.96,72336.0,0.0,0
PAYMENT,15897.39,13341.0,0.0,0
CASH_OUT,64557.77,64557.77,0.0,1
TRANSFER,17822.02,17822.02,0.0,1
PAYMENT,9450.54,0.0,0.0,0
CASH_OUT,440581.15,440581.15,0.0,1
TRANSFER,2100951.58,2100951.58,0.0,1
CASH_OUT,401469.27,0.0,0.0,0
TRANSFER,10000000.0,17239986.95,7239986.95,1
CASH_OUT,429679.26,372.0,0.0,0
CASH_OUT,313780.84,318.0,0.0,0
TRANSFER,95064.86,95064.86,0.0,1
CASH_OUT,97832.81,61278.0,0.0,0
TRANSFER,638487.85,638487.85,0.0,1
TRANSFER,69039.64,69039.64,0.0,1
TRANSFER,1720600.92,1720600.92,0.0,1
CASH_OUT,23197.97,80136.0,56938.03,0
CASH_OUT,221136.86,0.0,0.0,0
TRANSFER,86070.17,86070.17,0.0,1
CASH_IN,159396.33,6144174.26,6303570.59,0
CASH_OUT,2111475.81,2111475.81,0.0,1
CASH_IN,107798.01,100159.0,207957.01,0
PAYMENT,7815.19,51181.0,43365.81,0
CASH_OUT,7114590.07,7114590.07,0.0,1
PAYMENT,7329.31,0.0,0.0,0
CASH_OUT,1015051.7,1015051.7,0.0,1
PAYMENT,30744.44,0.0,0.0,0
PAYMENT,13285.01,0.0,0.0,0
TRANSFER,1108140.19,1108140.19,0.0,1
TRANSFER,71921.7,71921.7,0.0,1
TRANSFER,13774.15,13774.15,0.0,1
PAYMENT,3101.37,2231.06,0.0,0
TRANSFER,354441.19,354441.19,0.0,1
CASH_OUT,316536.52,282776.0,0.0,0
TRANSFER,669536.75,669536.75,0.0,1
CASH_OUT,68755.57,68755.57,0.0,1
TRANSFER,1128579.71,1128579.71,0.0,1
CASH_OUT,82676.28,0.0,0.0,0
TRANSFER,722380.88,722380.88,0.0,1
TRANSFER,945131.85,945131.85,0.0,1
TRANSFER,1299860.86,1299860.86,0.0,1
CASH_OUT,127905.82,127905.82,0.0,1
CASH_OUT,212130.67,212130.67,0.0,1
CASH_OUT,4738282.28,4738282.28,0.0,1
PAYMENT,2480.56,596669.88,594189.32,0
CASH_OUT,643052.88,643052.88,0.0,1
TRANSFER,144254.93,144254.93,0.0,1
TRANSFER,162326.52,162326.52,0.0,1
CASH_OUT,705647.68,705647.68,0.0,1
TRANSFER,107188.41,107188.41,0.0,1
TRANSFER,667043.9,667043.9,0.0,1
PAYMENT,11557.22,11318.68,0.0,0
CASH_OUT,36035.11,36035.11,0.0,1
CASH_OUT,145458.94,145458.94,0.0,1
CASH_OUT,119116.16,0.0,0.0,0
CASH_OUT,47393.07,0.0,0.0,0
CASH_OUT,94169.43,13060.0,0.0,0
TRANSFER,335219.49,335219.49,0.0,1
TRANSFER,3441041.46,3441041.46,3441041.46,1
CASH_OUT,225538.78,19386.12,0.0,0
CASH_OUT,303487.73,0.0,0.0,0
PAYMENT,3883.6,337.0,0.0,0
CASH_OUT,229034.21,11457.0,0.0,0
TRANSFER,1307156.17,1307156.17,0.0,1
PAYMENT,9190.29,0.0,0.0,0
CASH_OUT,967954.01,967954.01,0.0,1
TRANSFER,43996.54,43996.54,0.0,1
CASH_OUT,1305754.09,1305754.09,0.0,1
CASH_OUT,37796.75,37796.75,0.0,1
CASH_IN,165942.89,52142.0,218084.89,0
CASH_IN,149990.51,2200936.04,2350926.55,0
CASH_IN,117461.51,2295623.79,2413085.3,0
CASH_OUT,32872.0,32872.0,0.0,1
CASH_OUT,132264.76,1028.0,0.0,0
PAYMENT,2192.42,0.0,0.0,0
CASH_OUT,245887.13,0.0,0.0,0
PAYMENT,17260.04,0.0,0.0,0
CASH_IN,134730.53,10936.0,145666.53,0
CASH_IN,455427.69,14409380.62,14864808.31,0
CASH_OUT,147812.83,105808.0,0.0,0
TRANSFER,13890.42,13890.42,0.0,1
TRANSFER,1243269.91,1243269.91,0.0,1
TRANSFER,973805.75,973805.75,0.0,1
CASH_OUT,235458.67,235458.67,0.0,1
TRANSFER,204951.37,204951.37,0.0,1
TRANSFER,216000.95,216000.95,0.0,1
PAYMENT,39069.46,0.0,0.0,0
TRANSFER,540914.12,540914.12,0.0,1
CASH_OUT,98642.22,13774.0,0.0,0
CASH_OUT,342309.91,342309.91,0.0,1
PAYMENT,11588.55,258131.75,246543.2,0
CASH_OUT,254053.16,25531.0,0.0,0
TRANSFER,537025.01,537025.01,0.0,1
TRANSFER,1097309.24,1097309.24,0.0,1
CASH_OUT,192525.06,57238.0,0.0,0
TRANSFER,104957.85,104957.85,0.0,1
TRANSFER,325470.07,325470.07,0.0,1
CASH_OUT,27653.26,438050.89,410397.64,0
CASH_OUT,147966.7,497488.0,349521.3,0
CASH_IN,393608.45,6001352.01,6394960.46,0
CASH_OUT,1641.14,0.0,0.0,0
TRANSFER,26768.5,26768.5,0.0,1
PAYMENT,16997.01,0.0,0.0,0
CASH_OUT,373615.72,11749.0,0.0,0
PAYMENT,6373.62,253545.0,247171.38,0
CASH_OUT,126061.45,126061.45,0.0,1
CASH_OUT,362631.05,362631.05,0.0,1
CASH_OUT,218012.41,40223.0,0.0,0
PAYMENT,12192.5,1771.0,0.0,0
CASH_OUT,312971.23,312971.23,0.0,1
TRANSFER,592615.53,592615.53,0.0,1
CASH_IN,102375.11,227900.0,330275.11,0
TRANSFER,20311.17,20311.17,0.0,1
TRANSFER,1157971.07,1157971.07,0.0,1
CASH_IN,73841.82,19919.0,93760.82,0
CASH_OUT,233278.47,9557.0,0.0,0
CASH_IN,139652.63,15506.0,155158.63,0
TRANSFER,1518144.04,0.0,0.0,0
PAYMENT,4561.29,133211.0,128649.71,0
TRANSFER,357213.41,0.0,0.0,0
TRANSFER,1674146.06,1674146.06,0.0,1
CASH_IN,22948.36,4275642.84,4298591.2,0
CASH_IN,184055.36,72816.0,256871.36,0
CASH_OUT,561446.32,561446.32,0.0,1
PAYMENT,6298.96,0.0,0.0,0
CASH_OUT,839077.79,839077.79,0.0,1
TRANSFER,481.9,481.9,0.0,1
CASH_OUT,180967.56,180967.56,0.0,1
TRANSFER,10000000.0,33441041.46,23441041.46,1
CASH_OUT,130479.52,130479.52,0.0,1
PAYMENT,15218.92,0.0,0.0,0
CASH_IN,176556.6,3655548.4,3832105.0,0
TRANSFER,621569.61,621569.61,0.0,1
TRANSFER,224913.14,224913.14,0.0,1
TRANSFER,299298.5,299298.5,0.0,1
TRANSFER,5903457.39,5903457.39,0.0,1
CASH_OUT,103976.67,14339.0,0.0,0
CASH_OUT,173271.82,0.0,0.0,0
CASH_OUT,53782.87,53782.87,0.0,1
PAYMENT,29711.29,240333.03,210621.74,0
TRANSFER,653151.55,653151.55,0.0,1
TRANSFER,68755.57,68755.57,0.0,1
CASH_OUT,754874.26,754874.26,0.0,1
CASH_OUT,604465.81,106.0,0.0,0
PAYMENT,4815.77,1186135.04,1181319.27,0
TRANSFER,126690.14,126690.14,0.0,1
PAYMENT,39496.84,210377.0,170880.16,0
TRANSFER,3576297.1,3576297.1,3576297.1,1
TRANSFER,472937.99,0.0,0.0,0
TRANSFER,321883.89,321883.89,0.0,1
TRANSFER,82869.09,82869.09,0.0,1
CASH_OUT,157840.79,20526.0,0.0,0
CASH_OUT,592485.16,0.0,0.0,0
CASH_OUT,54553.01,0.0,0.0,0
CASH_OUT,921393.95,921393.95,0.0,1
CASH_IN,393755.02,11587.0,405342.02,0
CASH_OUT,715662.13,715662.13,0.0,1
CASH_OUT,137869.3,0.0,0.0,0
TRANSFER,6199009.0,6199009.0,0.0,1
CASH_OUT,197425.39,340868.0,143442.61,0
TRANSFER,457359.64,457359.64,0.0,1
CASH_IN,201562.2,30007.0,231569.2,0
CASH_IN,453096.79,20365.0,473461.79,0
TRANSFER,5032484.73,5032484.73,0.0,1
CASH_OUT,20311.17,20311.17,0.0,1
TRANSFER,638693.49,638693.49,0.0,1
TRANSFER,407347.84,407347.84,0.0,1
CASH_OUT,4961014.03,4961014.03,0.0,1
TRANSFER,1975271.77,1975271.77,0.0,1
CASH_IN,76731.89,0.0,76731.89,0
CASH_OUT,72878.02,72878.02,0.0,1
TRANSFER,219275.19,219275.19,0.0,1
PAYMENT,22234.91,0.0,0.0,0
CASH_OUT,358018.43,0.0,0.0,0
PAYMENT,7225.86,90581.8,83355.94,0
CASH_IN,138652.36,2901969.99,3040622.35,0
PAYMENT,13999.88,426501.0,412501.12,0
CASH_OUT,230204.96,230204.96,0.0,1
CASH_OUT,1649818.97,1649818.97,0.0,1
CASH_OUT,144770.74,0.0,0.0,0
TRANSFER,1848199.45,1848199.45,0.0,1
CASH_OUT,487276.8,487276.8,0.0,1
PAYMENT,19562.04,528.0,0.0,0
CASH_IN,106540.58,26065.0,132605.58,0
CASH_OUT,81244.31,81244.31,0.0,1
PAYMENT,10208.21,0.0,0.0,0
PAYMENT,15000.22,10.0,0.0,0
CASH_OUT,47670.18,0.0,0.0,0
TRANSFER,619824.64,619824.64,0.0,1
TRANSFER,177022.52,177022.52,0.0,1
CASH_OUT,157353.39,157353.39,0.0,1
PAYMENT,8977.41,0.0,0.0,0
CASH_OUT,128893.5,128893.5,0.0,1
TRANSFER,296977.69,296977.69,0.0,1
CASH_OUT,63288.29,0.0,0.0,0
CASH_OUT,348952.97,348952.97,0.0,1
TRANSFER,105733.45,105733.45,0.0,1
PAYMENT,3342.12,142353.47,139011.36,0
PAYMENT,6472.65,287974.23,281501.59,0
CASH_IN,186971.65,6834.0,193805.65,0
TRANSFER,1530378.45,1530378.45,0.0,1
PAYMENT,95.54,58144.0,58048.46,0
CASH_OUT,1076739.91,1076739.91,0.0,1
CASH_OUT,418971.0,418971.0,0.0,1
CASH_IN,119968.03,6520560.55,6640528.57,0
CASH_OUT,171032.6,104224.0,0.0,0
CASH_OUT,73203.38,11223.0,0.0,0
TRANSFER,990630.25,990630.25,0.0,1
CASH_OUT,79335.18,506.0,0.0,0
CASH_IN,250387.18,2598.0,252985.18,0
PAYMENT,20137.32,0.0,0.0,0
CASH_OUT,957432.32,957432.32,0.0,1
CASH_IN,53031.38,19822027.4,19875058.78,0
CASH_OUT,364375.51,364375.51,0.0,1
PAYMENT,21121.44,0.0,0.0,0
CASH_IN,82904.88,260.0,83164.88,0
CASH_OUT,2205.55,2205.55,0.0,1
PAYMENT,13503.11,32494.52,18991.41,0
PAYMENT,26779.6,257422.68,230643.07,0
TRANSFER,1532148.0,0.0,0.0,0
PAYMENT,1659.95,19240.64,17580.69,0
CASH_OUT,10000000.0,10000000.0,0.0,1
CASH_IN,138418.78,254.0,138672.78,0
CASH_OUT,1157971.07,1157971.07,0.0,1
TRANSFER,11630.38,11630.38,0.0,1
CASH_OUT,1102791.66,1102791.66,0.0,1
PAYMENT,1890.83,115457.36,113566.54,0
CASH_OUT,702147.77,11311.0,0.0,0
CASH_OUT,171391.09,0.0,0.0,0
TRANSFER,7539165.76,7539165.76,0.0,1
CASH_OUT,427405.08,427405.08,0.0,1
TRANSFER,658855.33,658855.33,0.0,1
TRANSFER,987470.17,987470.17,0.0,1
CASH_OUT,163852.19,163852.19,0.0,1
CASH_OUT,79938.47,79938.47,0.0,1
CASH_OUT,166456.54,166456.54,0.0,1
CASH_IN,157911.28,1677893.72,1835805.0,0
CASH_OUT,579419.01,0.0,0.0,0
CASH_OUT,37669.14,37669.14,0.0,1
PAYMENT,9057.61,0.0,0.0,0
PAYMENT,27656.37,0.0,0.0,0
TRANSFER,7567170.36,7567170.36,0.0,1
CASH_OUT,365069.45,365069.45,0.0,1
CASH_OUT,137723.07,0.0,0.0,0
CASH_OUT,462452.87,462452.87,0.0,1
CASH_OUT,1106295.77,1106295.77,0.0,1
CASH_IN,22010.91,5023395.06,5045405.98,0
CASH_IN,250526.2,17474473.05,17724999.25,0
CASH_OUT,22048.19,22048.19,0.0,1
CASH_OUT,201460.75,9987.0,0.0,0
TRANSFER,248799.49,248799.49,0.0,1
TRANSFER,143329.93,11596.0,0.0,0
TRANSFER,219300.76,219300.76,0.0,1
TRANSFER,59749.28,59749.28,0.0,1
CASH_IN,167285.32,11655.0,178940.32,0
CASH_OUT,1411271.23,1411271.23,0.0,1
CASH_OUT,196638.03,8619.0,0.0,0
TRANSFER,335071.5,335071.5,0.0,1
PAYMENT,26795.67,0.0,0.0,0
CASH_OUT,31585.29,48962.0,17376.71,0
CASH_OUT,112486.46,0.0,0.0,1
PAYMENT,6715.1,835.0,0.0,0
TRANSFER,282332.91,282332.91,0.0,1
CASH_OUT,330665.02,330665.02,0.0,1
PAYMENT,6129.25,183492.07,177362.82,0
CASH_IN,172389.61,30784.0,203173.61,0
TRANSFER,627903.12,627903.12,0.0,1
CASH_OUT,101650.53,46529.0,0.0,0
CASH_IN,43013.54,143457.82,186471.36,0
TRANSFER,254564.81,254564.81,0.0,1
CASH_IN,237377.02,976531.31,1213908.34,0
CASH_OUT,56302.96,0.0,0.0,0
CASH_IN,125083.07,34922.0,160005.07,0
CASH_IN,402864.5,5000743.46,5403607.96,0
CASH_OUT,243459.96,243459.96,0.0,1
PAYMENT,3012.21,210429.0,207416.79,0
CASH_OUT,514951.47,0.0,0.0,0
TRANSFER,3246726.12,0.0,0.0,0
PAYMENT,3550.1,140.0,0.0,0
CASH_OUT,236597.12,0.0,0.0,0
CASH_IN,123239.35,29995967.1,30119206.44,0
TRANSFER,2066467.64,2066467.64,0.0,1
TRANSFER,617266.51,0.0,0.0,0
CASH_OUT,70764.05,0.0,0.0,0
CASH_IN,169737.46,5054785.14,5224522.6,0
TRANSFER,166972.46,166972.46,0.0,1
TRANSFER,92641.52,92641.52,0.0,1
CASH_OUT,29161.13,99897.0,70735.87,0
CASH_OUT,2231.46,2231.46,0.0,1
CASH_IN,134976.1,20056.0,155032.1,0
CASH_OUT,4339822.23,4339822.23,0.0,1
TRANSFER,11653.98,11653.98,0.0,1
CASH_OUT,935790.41,935790.41,0.0,1
TRANSFER,1235544.92,1235544.92,0.0,1
PAYMENT,805.04,0.0,0.0,0
CASH_OUT,645135.6,645135.6,0.0,1
TRANSFER,436317.49,436317.49,0.0,1
CASH_OUT,7428844.46,7428844.46,0.0,1
TRANSFER,1735466.52,1735466.52,0.0,1
CASH_IN,136819.75,35400.0,172219.75,0
CASH_IN,31054.35,33421.0,64475.35,0
TRANSFER,5043500.09,0.0,0.0,0
TRANSFER,85303.24,85303.24,0.0,1
CASH_OUT,66483.77,0.0,0.0,0
TRANSFER,2155569.91,2155569.91,0.0,1
CASH_OUT,225324.05,225324.05,0.0,1
CASH_OUT,44733.5,44733.5,0.0,1
TRANSFER,1503297.45,1503297.45,0.0,1
TRANSFER,7445820.78,7445820.78,0.0,1
TRANSFER,188097.08,188097.08,0.0,1
CASH_OUT,53107.96,53107.96,0.0,1
CASH_OUT,44164.0,44164.0,0.0,1
TRANSFER,528149.74,528149.74,0.0,1
CASH_OUT,181.0,181.0,0.0,1
CASH_OUT,1610.8,15764.0,14153.2,0
PAYMENT,35473.89,33479.0,0.0,0
CASH_OUT,116341.98,0.0,0.0,0
PAYMENT,1219.11,0.0,0.0,0
PAYMENT,13892.07,0.0,0.0,0
CASH_OUT,137605.04,137605.04,0.0,1
CASH_IN,317832.0,909640.71,1227472.71,0
CASH_OUT,232746.53,103395.0,0.0,0
CASH_OUT,10000000.0,10000000.0,0.0,1
CASH_OUT,322424.15,147920.0,0.0,0
CASH_OUT,940957.88,940957.88,0.0,1
TRANSFER,17320.91,17320.91,0.0,1
CASH_OUT,63.8,63.8,0.0,1
TRANSFER,895565.06,895565.06,0.0,1
CASH_OUT,1351104.53,1351104.53,0.0,1
CASH_OUT,1070857.97,1070857.97,0.0,1
CASH_OUT,51113.0,51113.0,0.0,1
CASH_OUT,152042.16,152042.16,0.0,1
CASH_IN,65613.99,27336964.79,27402578.78,0
PAYMENT,13608.0,50106.15,36498.15,0
TRANSFER,8931550.69,8931550.69,0.0,1
CASH_OUT,208345.98,170564.46,0.0,0
TRANSFER,151994.59,151994.59,0.0,1
TRANSFER,861189.54,861189.54,0.0,1
CASH_OUT,1595587.46,1595587.46,0.0,1
TRANSFER,203280.85,203280.85,0.0,1
TRANSFER,447589.21,447589.21,0.0,1
TRANSFER,330756.72,330756.72,0.0,1
CASH_IN,48425.35,11182.0,59607.35,0
TRANSFER,494453.52,494453.52,0.0,1
CASH_OUT,337287.72,337287.72,0.0,1
CASH_OUT,2341474.44,2341474.44,0.0,1
CASH_IN,227249.09,2018359.46,2245608.55,0
PAYMENT,7204.32,16281.0,9076.68,0
PAYMENT,3531.82,0.0,0.0,0
TRANSFER,498747.55,498747.55,0.0,1
TRANSFER,7482670.24,7482670.24,0.0,1
TRANSFER,290491.12,290491.12,0.0,1
CASH_OUT,2079746.13,2079746.13,0.0,1
TRANSFER,432544.68,432544.68,0.0,1
CASH_OUT,52247.82,0.0,0.0,0
CASH_IN,679.67,9445999.87,9446679.54,0
TRANSFER,124348.38,0.0,0.0,0
CASH_IN,105101.72,52361.0,157462.72,0
TRANSFER,306636.66,6005.0,0.0,0
TRANSFER,9039246.82,9039246.82,0.0,1
PAYMENT,22473.37,40873.0,18399.63,0
CASH_OUT,755813.12,755813.12,0.0,1
CASH_IN,363039.75,70818.0,433857.75,0
PAYMENT,7901.29,78418.87,70517.57,0
CASH_OUT,161272.92,161272.92,0.0,1
PAYMENT,987.09,0.0,0.0,0
CASH_OUT,65869.11,227664.0,161794.89,0
CASH_OUT,10276.87,10276.87,0.0,1
CASH_OUT,173362.61,70889.0,0.0,0
PAYMENT,1227.96,249939.37,248711.42,0
CASH_IN,58315.97,6972.0,65287.97,0
CASH_IN,231737.52,54598.0,286335.52,0
CASH_OUT,581889.94,581889.94,0.0,1
CASH_OUT,976830.22,976830.22,0.0,1
TRANSFER,4602636.68,4602636.68,0.0,1
CASH_OUT,185238.61,185238.61,0.0,1
PAYMENT,4845.45,51667.0,46821.55,0
CASH_OUT,18126.95,18126.95,0.0,1
CASH_OUT,73213.75,25580.0,0.0,0
CASH_OUT,837192.23,837192.23,0.0,1
TRANSFER,174740.62,0.0,0.0,0
CASH_OUT,172344.3,172344.3,0.0,1
TRANSFER,250368.03,0.0,0.0,0
CASH_OUT,9220.73,0.0,0.0,0
CASH_OUT,82272.55,35306.0,0.0,0
CASH_OUT,171572.06,171572.06,0.0,1
CASH_OUT,175203.45,175203.45,0.0,1
TRANSFER,72226.38,0.0,0.0,0
CASH_IN,303933.49,3397817.42,3701750.9,0
TRANSFER,443893.69,443893.69,0.0,1
PAYMENT,1483.85,94214.92,92731.07,0
PAYMENT,1060.46,0.0,0.0,0
CASH_OUT,6513531.58,6513531.58,0.0,1
CASH_OUT,253926.08,628281.0,374354.92,0
CASH_IN,57395.4,557.0,57952.4,0
CASH_OUT,80901.43,0.0,0.0,0
TRANSFER,4716.08,4716.08,0.0,1
TRANSFER,114308.2,114308.2,0.0,1
CASH_OUT,314251.58,75956.47,0.0,1
PAYMENT,20825.15,0.0,0.0,0
CASH_OUT,746518.21,746518.21,0.0,1
CASH_OUT,46589.48,0.0,0.0,0
CASH_OUT,5494862.93,5494862.93,0.0,1
TRANSFER,249749.05,249749.05,0.0,1
CASH_OUT,417217.89,417217.89,0.0,1
CASH_OUT,10000000.0,10000000.0,0.0,1
CASH_OUT,73278.05,0.0,0.0,0
TRANSFER,2248584.96,2248584.96,0.0,1
PAYMENT,10925.58,0.0,0.0,0
PAYMENT,140.93,350565.31,350424.38,0
CASH_IN,144033.15,7289305.54,7433338.69,0
CASH_IN,47553.56,15741635.51,15789189.07,0
CASH_OUT,1803411.53,1803411.53,0.0,1
CASH_OUT,2776135.33,2776135.33,0.0,1
TRANSFER,82535.57,82535.57,0.0,1
CASH_OUT,1457085.28,1457085.28,0.0,1
CASH_OUT,276278.75,0.0,0.0,0
CASH_OUT,210144.28,0.0,0.0,0
CASH_OUT,8838.19,8838.19,0.0,1
CASH_OUT,281023.82,281023.82,0.0,1
TRANSFER,9065.34,9065.34,0.0,1
CASH_OUT,328427.77,328427.77,0.0,1
TRANSFER,9198459.96,9198459.96,0.0,1
CASH_IN,222673.14,12917863.95,13140537.08,0
